word,Anxious,Depressed,Happy,Introvert,Stable,bio_frequency,km_half_life_days,lognormal_half_life_days,lognormal_mu,lognormal_sigma,prev1,prev2,unique_users
175,30.66341511209243,15.349317208052394,66.1324164030163,35.675289552193746,68.31212756016205,67.0,142.0,153.56,5.034113,2.131529,0.208802595416261,0.4662620548168756,63.0
1776,37.26432215642802,48.48366932789432,38.76632429284235,58.168499862372734,35.57583589625527,34.0,408.0,370.11,5.913811,2.495023,0.2479530820568099,0.3186124041248649,33.0
17th,41.54824374954328,45.07059285435015,54.90295611135455,45.855240519855286,59.88199239246177,313.0,59.0,69.85,4.246333,1.79963,0.7569094083839462,0.6683089452375217,286.0
17u,18.37177948015712,7.353028275794227,82.85003993111394,33.49464515858595,89.83648251488034,123.0,383.0,387.7,5.96022,1.259326,0.5220064885406526,0.6527668767436258,94.0
17x,27.355330910395665,16.215338200679486,82.82456004071857,71.2269920197335,89.84281276630664,36.0,298.0,195.74,5.276778,2.226554,0.0522006488540652,0.1942758561736981,35.0
17yrs,34.02130199357531,27.361066959528284,53.773979533422576,57.60688707788915,46.62685882117364,58.0,128.0,122.64,4.80924,1.613361,0.1174514599216468,0.0932524109633751,58.0
18-19,50.47489800694044,34.84972518620806,48.40329998603558,53.35682395188043,54.077709752083535,44.0,211.0,171.29,5.143333,1.929509,0.1566019465621957,0.5439723972863548,43.0
18-20,47.43098885402106,27.013823910466503,92.16313940201027,58.004491756263135,84.6788813815069,35.0,279.0,222.34,5.404189,1.740784,0.0783009732810978,0.1321075821981147,32.0
180,28.3491404632104,12.97466288180888,58.36845532144955,35.99462140772361,62.771156711697365,107.0,117.0,127.84,4.850799,1.799165,0.417605190832522,0.7227061849661571,105.0
182,52.57773405631557,54.33871422915658,34.84937992850365,41.17301080556229,37.25588989764731,62.0,127.0,113.43,4.731205,2.058405,0.2349029198432936,0.1865048219267502,57.0
185,35.36089050413412,19.0855193077213,43.35644161009594,61.13287690980576,66.1406211589301,49.0,158.0,142.32,4.958066,1.671409,0.1305016221351631,0.3963227465943442,46.0
187,49.47343248408968,46.87914889632936,60.78747568052463,34.346834004481885,65.7601540224873,51.0,67.0,56.94,4.042017,1.980816,0.2479530820568099,0.209817924667594,41.0
18k,9.369284146747765,5.670712215631872,82.92241933279611,53.627990298370776,65.99211948666787,46.0,17.0,25.19,3.226558,1.914632,0.0391504866405489,0.101023445210323,34.0
18th,47.601785094180265,47.8208284724637,64.49767005174645,51.019338658112304,63.478875119992665,265.0,62.0,70.32,4.253119,1.797812,0.6525081106758157,0.7071641164722613,248.0
18u,26.61913385040553,8.690625846308976,73.97626328173058,27.55662358171076,75.67550014834434,44.0,339.0,361.93,5.891454,1.575028,0.2740534064838426,0.2719861986431774,36.0
18x,39.03849844369294,26.75478772222417,81.65008902559194,68.54499301800327,81.01601002005569,43.0,110.0,100.89,4.613987,2.239061,0.0522006488540652,0.101023445210323,33.0
18yrs,52.90810427667283,58.21871134177666,53.0456319937514,31.17926934717402,52.94725695341504,90.0,91.0,98.67,4.591743,1.315019,0.2349029198432936,0.1709627534328544,87.0
19-20,46.65145182240014,28.24855597716874,69.10448303352719,62.8376416608166,81.08535345724705,48.0,97.0,101.48,4.619887,1.626746,0.1305016221351631,0.4895751575577193,45.0
19-21,36.6422359543776,27.839030995825265,57.14544385705644,34.1595683035832,56.59925646235588,42.0,203.0,193.34,5.264475,1.290647,0.0783009732810978,0.0543972397286354,36.0
190,25.628009460282108,5.135104388587845,56.27644223864947,43.4232859751306,47.17810579382652,58.0,116.0,124.6,4.825085,1.677969,0.169652108775712,0.4429489520760318,54.0
1906,37.821912969526736,29.4935389109304,59.19421683822974,59.27777421232848,66.84851471869655,139.0,556.0,616.6,6.424213,1.915188,0.5611569751812016,2.471188890529441,100.0
1908,64.75745071682702,43.08213333118741,35.20693750418135,41.35345902110198,46.477061322523525,233.0,535.0,535.43,6.283079,2.418721,1.0440129770813051,6.527668767436258,146.0
1911,36.17700390923898,33.06909390818728,40.03080454726848,31.39792574574286,63.679345480882674,72.0,546.0,661.38,6.494323,2.365534,0.2218527576297773,0.9791503151154388,64.0
1913,63.37935850876132,43.99400030043236,47.37186186131605,44.84335065966353,52.824067083828766,158.0,921.0,929.62,6.834774,2.451916,0.4698058396865873,3.986540568684286,120.0
1914,41.35820005050129,36.58416987432058,64.06694929439297,66.68716755008917,68.26289856300032,105.0,721.0,674.22,6.513554,2.542553,0.2740534064838426,1.4531834041792622,71.0
1920,60.87386199020035,48.629670612950896,45.51400407630912,44.209310340143546,50.73082263257046,81.0,753.0,726.16,6.587774,1.968167,0.2479530820568099,1.3987861644506268,60.0
1922,63.131461293985545,49.19037389230656,49.15786542779637,43.17129946587861,41.99725513431531,62.0,650.0,764.58,6.639329,2.245949,0.1827022709892284,1.150113068548293,43.0
1946,43.301878042448834,30.22731004165469,34.62962095137611,61.08254118012564,42.876922371206206,41.0,2120.0,1898.59,7.548864,2.152648,0.1435517843486794,0.2719861986431774,37.0
1947,34.17644469366749,23.56220668613544,72.18926310863209,74.1842977289142,76.39733212533976,40.0,1349.0,1199.1,7.089329,3.119141,0.0652508110675815,0.2253599931614898,35.0
195,24.33412219531527,10.018030401963085,48.304353294045306,45.900339582975526,48.2676387554175,35.0,78.0,55.98,4.024991,1.801438,0.1044012977081305,0.3419255068657088,30.0
1950,34.007657838517645,39.41981010478336,55.996905191485006,71.24932145707726,38.98166657123411,39.0,776.0,1377.11,7.227743,2.453643,0.1566019465621957,0.2331310274084378,35.0
1955,49.1469321764112,51.01123145817815,72.62557445525081,81.6602851779901,79.57891662194932,44.0,1335.0,1196.26,7.086955,2.570744,0.169652108775712,0.1709627534328544,37.0
1960,37.08973892178618,37.83778066032017,66.41994080396233,68.8711952069674,39.39530302552045,30.0,361.0,537.13,6.286246,2.240011,0.2871035686973589,0.3186124041248649,30.0
1962,40.23978454477024,34.64739754484535,85.99575310680659,47.67289105064791,66.56569419279172,52.0,1868.0,2278.41,7.731233,2.463943,0.2479530820568099,0.3186124041248649,45.0
1963,43.0054375610606,50.89993580690503,80.35532636041343,46.46390737933921,69.34482887991558,50.0,927.0,898.87,6.801136,2.699059,0.3523543797649405,0.5128882602985632,45.0
1964,31.55013610703364,34.525005622836616,65.13722607513121,62.679203016235874,55.53156684500955,36.0,605.0,544.95,6.300691,1.902765,0.3262540553379078,0.2952993013840212,35.0
1965,45.43055841211852,43.756931185365,79.5513828568291,56.66970037266231,67.03816561569498,46.0,972.0,835.64,6.728202,1.907015,0.2740534064838426,0.310841369877917,38.0
1966,32.59766591873136,32.425564935131625,76.74369509809016,54.89234993950991,75.02199770113016,56.0,756.0,717.83,6.576236,2.086822,0.3001537309108752,0.2952993013840212,49.0
1967,42.67748521309718,41.34873943106229,72.44817108161786,70.0386486002106,68.53568697247353,68.0,826.0,1401.11,7.245017,3.526,0.3915048664054894,0.4740330890638235,61.0
1968,48.841708741013214,51.53913129247597,68.31957228601522,71.30043260631199,60.31087077147883,71.0,2092.0,1913.41,7.556643,2.644276,0.6133576240352667,0.6216827397558341,63.0
1969,41.96099415829403,48.57334829116734,65.43454663949831,66.81183467082731,59.67930587264071,113.0,254.0,391.55,5.970103,2.639032,0.5481068129676852,0.7227061849661571,83.0
1970,40.57128419622618,42.268953742519614,68.49071093414527,67.15252291966655,52.77354189603294,94.0,1028.0,1041.27,6.948195,2.652219,0.7308090839569136,0.6683089452375217,82.0
1970s,45.19439373228854,52.10378890168419,88.80866961938041,66.0816827278921,42.94565153473359,34.0,214.0,237.55,5.470373,1.766758,0.1435517843486794,0.1942758561736981,32.0
1971,38.03584973030652,39.62378782284823,66.48235833906745,74.18443359031048,65.28412573085947,117.0,868.0,795.42,6.678871,2.561178,0.4959061641136199,0.629453774002782,100.0
1972,40.64668314260892,42.65652287868322,84.49352521368476,66.64655790210959,73.38649971429885,84.0,1749.0,1324.83,7.189037,2.698112,0.456755677473071,0.6993930822253134,76.0
1973,45.80237901366183,43.523113461233336,75.2656039320065,75.49598582873249,61.9440528138916,89.0,970.0,784.0,6.664403,2.503683,0.4437055152595546,0.6139117055088862,86.0
1974,36.08009014826824,27.10803410857354,78.52678153181253,63.80402418887292,75.48957321948771,100.0,1135.0,967.54,6.874758,2.499888,0.5089563263271363,0.5905986027680424,89.0
1975,49.32990656598667,48.902902576237246,65.36193890548732,54.20741892528266,58.18840126856701,196.0,172.0,218.9,5.388634,2.456938,1.1353641125759193,1.056860657584918,154.0
1976,39.62091847540563,40.42046659870607,73.3018649588275,61.874757558600216,72.6264590781843,81.0,1246.0,1493.96,7.309184,2.894586,0.8482605438785604,0.955837212374595,79.0
1977,37.7719467094186,41.391818131100585,70.16233257248918,59.5805157484473,69.26968888945287,141.0,803.0,825.84,6.716407,2.495018,0.8221602194515277,0.8237296301764802,123.0
1978,42.070616070727006,42.82579225810157,68.57014922414889,61.65667287774899,65.20702812042468,97.0,1088.0,945.44,6.851649,2.613044,0.874360868305593,0.6838510137314175,95.0
1979,40.35695026654923,35.369773400745295,67.2827750029039,63.29090778237527,67.39957533308072,125.0,440.0,617.97,6.42644,2.287315,0.7960598950244951,0.8781268699051157,114.0
1980,41.214598137132114,46.92430294034188,71.56122455684218,61.52514783016969,63.13726135031874,153.0,405.0,515.67,6.245474,2.348886,1.3441667079921804,1.150113068548293,135.0
1980s,47.69334463945615,50.96048242046861,58.75135478685694,61.92477309844603,52.10385697926382,45.0,241.0,356.33,5.875857,2.312327,0.2871035686973589,0.2797572328901253,43.0
1981,42.169458552760354,41.48792461356487,72.79669039080504,69.33939057509592,62.14151780519303,156.0,555.0,501.23,6.217074,2.274146,1.0570631392948215,0.9247530753868032,131.0
1982,36.0488308234108,41.16161456138087,69.18917567254658,55.78828677609305,62.43466173327583,143.0,992.0,1014.65,6.922297,2.785093,1.3180663835651478,0.9869213493623866,130.0
1983,36.35299098121891,32.15880485652313,63.44397333860488,59.466076698185766,64.61914153922514,169.0,822.0,710.27,6.565646,2.280056,1.2267152480705334,1.0957158288196576,157.0
1984,40.638010486094736,44.30627323016162,65.20005745526908,62.762964240636165,62.11306569959248,235.0,475.0,452.64,6.115099,2.354269,1.579069627835474,1.2977627192403036,202.0
1985,41.38879229585534,44.201885780732496,59.35760271304654,57.567197686163205,62.59486699058813,202.0,887.0,725.62,6.58703,2.383917,1.7617718988247024,1.4842675411670538,181.0
1986,44.01401978690028,46.55234562555774,60.97642516871296,51.56982293881421,63.12652893152429,205.0,300.0,493.63,6.20179,2.316844,1.4746683301273436,1.2433654795116682,189.0
1987,39.42389111396668,39.94371556810803,61.91929853826085,58.81102317341619,62.58349430591144,248.0,457.0,476.41,6.166279,2.180955,1.6312702766895393,1.266678582252512,214.0
1988,40.15119670355266,37.21904120990221,57.64822183256433,54.804405788438494,60.77989983370398,271.0,469.0,501.15,6.216896,2.243777,1.7226214121841534,1.5075806439078978,248.0
1989,47.63771950610834,42.79018566302564,58.295545772789126,48.053257034188775,59.227628316752615,346.0,365.0,395.34,5.979758,2.262444,2.322928874005904,1.9349875274900337,305.0
1990,43.24620115974077,41.2362346673578,57.43189896192007,49.9352789230628,58.02340289053471,322.0,368.0,339.15,5.826457,2.154229,2.4403803339275507,1.8728192535144503,291.0
1990s,38.06471288825463,49.25940334679878,39.80186319449443,72.23739874502706,33.39980668956062,36.0,110.0,133.85,4.896709,2.087167,0.1305016221351631,0.1476496506920106,33.0
1991,43.68067476384584,45.30933682463665,51.79805432837008,46.715356281710754,56.08795590454032,355.0,265.0,310.16,5.737102,1.986108,2.2446279007248062,1.903903390502242,317.0
1992,42.53702998625123,43.15502277423147,58.00234632365995,44.39522106580552,60.76337884318514,412.0,245.0,244.03,5.497287,2.204732,2.83188520033304,1.7562537398102314,363.0
1993,42.97148343169403,42.75242113308056,53.90222458215533,47.24007124819613,51.73612649243559,495.0,182.0,195.48,5.27547,2.222761,3.145089093457432,1.8495061507736064,432.0
1994,46.42070322180432,45.399848931565074,52.43212619815575,47.49015244403063,50.05810839984872,540.0,219.0,235.41,5.461349,2.257161,3.3016910400196275,2.292455102849638,481.0
1995,43.53269773433834,42.2909915329346,50.28303532152992,48.40811442045748,43.94094950139029,507.0,214.0,267.03,5.587363,2.433284,2.988487146895236,2.3779364795660656,431.0
1996,45.55691528283344,45.401312578825454,61.29419432408331,49.7608710694243,54.04352052572472,472.0,242.0,266.75,5.586321,2.381823,2.792734713692491,2.32353923983743,408.0
1997,48.00259893192202,44.41925289257974,65.57531044836875,50.42346175496325,56.008395695669954,456.0,337.0,436.69,6.079215,2.589916,2.58393211827623,2.4634178562824927,411.0
1998,40.96033907451569,43.52005171090839,69.36818220240316,53.67543964580883,59.64955606014959,370.0,411.0,480.14,6.174087,2.391757,2.414280009500518,2.2302868288740547,333.0
1999,42.866834479524265,42.7762427778166,75.97235068357554,63.02442657432439,72.2041556138112,377.0,654.0,633.3,6.45094,2.377401,2.1663269274437083,2.4945019932702843,336.0
19th,42.647661682115846,43.76306430788073,62.124596560949485,67.65042097457057,48.922067082916016,332.0,100.0,105.96,4.66302,1.932196,1.0570631392948215,1.0413185890910222,306.0
19xx,63.27572636307213,51.867274769165405,28.773353796785862,26.130772581810945,28.6468752962984,82.0,114.0,116.5,4.757887,1.915704,0.7177589217433973,0.3730096438535004,55.0
19yr,41.95520481437973,56.07829045918653,41.212364223902895,50.395093942998415,38.70332644254434,35.0,139.0,82.94,4.4181,1.745402,0.1044012977081305,0.0699393082225313,35.0
19yrs,44.97231759603687,47.202143841453534,34.58813731464376,30.420370778199345,34.953298418922344,98.0,142.0,107.79,4.680142,1.465188,0.2740534064838426,0.1942758561736981,94.0
1a,43.98886461260885,57.268364840273065,58.355410853858494,72.23824719503776,47.78764823392846,86.0,293.0,285.71,5.65496,2.411842,0.6916585973163646,2.9063668083585243,69.0
1b,22.305649815799818,16.109105925001856,60.24186095523051,55.70845919762092,73.5613951125112,58.0,180.0,200.68,5.301727,1.856764,0.1174514599216468,0.3030703356309691,51.0
1d,76.23320341896095,62.38415880508242,55.0142554379994,26.81360181553564,31.210141943931607,668.0,76.0,78.85,4.367579,1.856881,2.453430496141067,0.5750565342741465,502.0
1fm,30.01421330824231,34.19146815740313,75.31449122764162,27.43343634247485,72.46728554479863,119.0,427.0,471.45,6.155808,1.477297,0.6133576240352667,0.3652386096065525,107.0
1k,40.08641216056162,42.88576163464734,43.83483083201872,29.47146337189987,40.0518107829871,178.0,47.0,50.8,3.927821,1.786637,1.1092637881488867,1.8417351165266584,144.0
1l,46.44920863326941,45.463896728521405,45.02366739620656,57.06363824604453,51.21604841875288,81.0,231.0,188.83,5.240828,0.829356,0.2740534064838426,0.1942758561736981,74.0
1m,32.83654732097058,30.946984814626333,85.64147407815048,56.87031486215288,90.5223693043202,78.0,167.0,143.7,4.967718,1.724463,0.0913511354946142,0.3419255068657088,71.0
1of1,59.657205135647416,51.90870255540543,39.62841898771504,22.031040213532748,53.57490209887889,69.0,159.0,157.37,5.058593,2.717487,0.1435517843486794,1.0879447945727097,58.0
1pm,33.07382911633243,29.588342976676984,78.5003298474434,61.944173197701936,77.02695420178331,124.0,204.0,162.03,5.087808,1.977428,0.4045550286190057,0.2175889589145419,110.0
1s,42.35241295229439,45.074936210369074,56.176926237341576,35.79112559426952,52.8860607779568,51.0,362.0,309.46,5.734819,2.30535,0.3523543797649405,0.1942758561736981,48.0
1st,41.7089090268375,36.34506255232656,57.23859666581739,44.31383103118181,64.23083615522039,3763.0,195.0,196.35,5.279898,2.123701,22.863884198080584,22.69919103533489,3314.0
1x,36.48395099678663,34.86131695852518,59.81311445770214,43.02007540881917,63.32760639588343,252.0,195.0,155.37,5.045825,2.077119,0.9265615171596584,2.7898012946543056,216.0
2-0,36.90718231321256,41.849448088501376,34.55231930105573,31.45570341408651,56.69432716945517,107.0,11.0,15.56,2.744838,1.544614,0.1435517843486794,0.1321075821981147,93.0
2-1,24.293708060249624,28.83123663964188,51.796626935429344,44.03394449876586,47.19878884595745,81.0,10.0,12.73,2.544017,1.579076,0.0913511354946142,0.1165655137042189,69.0
2-3,31.410896227716066,27.948142108962383,78.89770840608296,40.274799799256414,67.66641497016444,108.0,67.0,73.14,4.292326,2.119968,0.3393042175514241,0.4040937808412921,100.0
2-4,23.804315857034634,21.887802962345344,70.43927577966598,44.39501373604683,72.9121462238476,87.0,162.0,139.0,4.9345,2.192855,0.3523543797649405,0.3341544726187608,84.0
2-4pm,21.021701771756863,19.33450567720392,51.61563654827566,31.274314351777463,62.556541845650415,30.0,190.0,243.49,5.495068,1.440117,0.1174514599216468,0.0854813767164272,30.0
2-5,42.8180487957323,41.5689436948396,68.71343633602261,43.0570659466585,79.21407290481483,62.0,68.0,66.11,4.191283,1.713987,0.1957524332027447,0.1865048219267502,56.0
2-6,42.10165851611978,38.82709457979608,43.594726865353714,37.126529065289525,53.4016964527742,106.0,244.0,202.61,5.311265,1.956963,0.456755677473071,0.4740330890638235,93.0
2-6pm,33.23938393617482,27.00422167811976,65.34666678593823,34.07895592597014,73.88417003973673,52.0,391.0,373.02,5.921621,1.887696,0.208802595416261,0.1243365479511668,46.0
